ECO_ID,ECO_NAME,plant_diversity
50413.0,Southeastern mixed forests,1346.8681876395663
50414.0,Southern Great Lakes forests,1070.7057555002189
50415.0,Upper Midwest forest-savanna transition,972.9601484354865
50416.0,Western Great Lakes forests,900.0228749912128
50417.0,Willamette Valley forests,1324.1458894983168
50501.0,Alberta Mountain forests,815.0067559150871
50502.0,Alberta-British Columbia foothills forests,716.6479288640328
50503.0,Arizona Mountains forests,1203.1766330878813
50504.0,Atlantic coastal pine barrens,1300.6543993713622
50505.0,Blue Mountains forests,1001.979922961562
50506.0,British Columbia mainland coastal forests,818.1451231548879
50507.0,Cascade Mountains leeward forests,976.4822650724257
50508.0,Central and Southern Cascades forests,1286.1184524707917
50509.0,Central British Columbia Mountain forests,692.4916398114055
50510.0,Central Pacific coastal forests,1042.218597184354
50511.0,Colorado Rockies forests,1244.2864917202737
50512.0,Eastern Cascades forests,1121.5238951681554
50513.0,Florida sand pine scrub,1349.8132464031398
50514.0,Fraser Plateau and Basin complex,782.712359331995
50515.0,Great Basin montane forests,957.8355851051443
50516.0,Klamath-Siskiyou forests,1374.4311772997428
50517.0,Middle Atlantic coastal forests,1345.7387338460608
50518.0,North Central Rockies forests,1015.3010931515306
50519.0,Northern California coastal forests,1284.7471139174854
50520.0,Northern Pacific coastal forests,616.5803525397102
50521.0,Northern transitional alpine forests,659.1169959045894
50522.0,Okanagan dry forests,1033.2169502325678
50523.0,Piney Woods forests,1339.7915905640996
50524.0,Puget lowland forests,1246.3735795756538
50525.0,Queen Charlotte Islands,756.2215742988537
50526.0,Sierra Juarez and San Pedro Martir pine-oak forests,1337.048190192525
50527.0,Sierra Nevada forests,1328.7260592883672
50528.0,South Central Rockies forests,1087.0702763120921
50529.0,Southeastern conifer forests,1405.982809955824
50530.0,Wasatch and Uinta montane forests,1175.2125359450204
50601.0,Alaska Peninsula montane taiga,525.5272685513336
50602.0,Central Canadian Shield forests,728.7569732169032
50603.0,Cook Inlet taiga,732.8170244181485
50604.0,Copper Plateau taiga,574.4134128181981
50605.0,Eastern Canadian forests,715.6104761642534
50606.0,Eastern Canadian Shield taiga,531.0546860469315
50607.0,Interior Alaska-Yukon lowland taiga,525.173076117532
50608.0,Mid-Continental Canadian forests,658.8950762814516
50609.0,Midwestern Canadian Shield forests,657.1187949234358
50610.0,Muskwa-Slave Lake forests,561.6412728184539
50611.0,Newfoundland Highland forests,696.5137413404008
50612.0,Northern Canadian Shield taiga,467.0416403292715
50613.0,Northern Cordillera forests,587.9327762898731
50614.0,Northwest Territories taiga,439.1186583439411
50615.0,South Avalon-Burin oceanic barrens,641.2764213118904
50616.0,Southern Hudson Bay taiga,676.3194114032303
50617.0,Yukon Interior dry forests,540.956941740619
50701.0,Western Gulf coastal grasslands,1165.4250131242477
50801.0,California Central Valley grasslands,1123.9757399460339
50802.0,Canadian Aspen forests and parklands,725.4967766841411
50803.0,Central and Southern mixed grasslands,1037.4549505317607
50804.0,Central forest-grasslands transition,1196.3540999822287
50805.0,Central tall grasslands,1033.455134321888
50806.0,Edwards Plateau savanna,891.1761506424621
50807.0,Flint Hills tall grasslands,1382.9285567008549
50808.0,Montana Valley and Foothill grasslands,1071.3340526675224
50809.0,Nebraska Sand Hills mixed grasslands,855.5426087904709
50810.0,Northern mixed grasslands,787.2110649542744
50811.0,Northern short grasslands,795.0077872567555
50812.0,Northern tall grasslands,865.7083566613541
50813.0,Palouse grasslands,924.0308019915515
50814.0,Texas blackland prairies,1028.584981494443
50815.0,Western short grasslands,867.4275002752441
51101.0,Alaska-St. Elias Range tundra,629.6070819033596
51102.0,Aleutian Islands tundra,348.013437001654
51103.0,Arctic coastal tundra,273.76390029771574
51104.0,Arctic foothills tundra,384.0360621497717
51105.0,Baffin coastal tundra,200.82267190812763
51106.0,Beringia lowland tundra,534.6832972213938
51107.0,Beringia upland tundra,552.4290988833311
51108.0,Brooks-British Range tundra,441.36725096300006
51109.0,Davis Highlands tundra,215.7766623509636
51110.0,High Arctic tundra,152.07042260990409
51111.0,Interior Yukon-Alaska alpine tundra,529.841334287897
51112.0,Kalaallit Nunaat high arctic tundra,106.229412837768
51113.0,Kalaallit Nunaat low arctic tundra,183.69052731196356
51114.0,Low Arctic tundra,333.603253486458
51115.0,Middle Arctic tundra,205.74866323278732
51116.0,Ogilvie-MacKenzie alpine tundra,526.3651073931055
51117.0,Pacific Coastal Mountain icefields and tundra,582.4235476651343
51118.0,Torngat Mountain tundra,421.7160436842258
51201.0,California coastal sage and chaparral,1219.6171250457573
51202.0,California interior chaparral and woodlands,1206.7594221042032
51203.0,California montane chaparral and woodlands,1277.3441329397378
51301.0,Baja California desert,781.036083711339
51302.0,Central Mexican matorral,1701.824046618379
51303.0,Chihuahuan desert,996.808199475663
51304.0,Colorado Plateau shrublands,1060.7568648515844
51305.0,Great Basin shrub steppe,903.5941835762525
51306.0,Gulf of California xeric scrub,772.4163816558247
51307.0,Meseta Central matorral,1293.1993818156102
51308.0,Mojave desert,902.6235044754461
51309.0,Snake-Columbia shrub steppe,853.0297225038702
51310.0,Sonoran desert,844.4114705212858
51311.0,Tamaulipan matorral,1685.9499422035155
51312.0,Tamaulipan mezquital,928.885015315903
51313.0,Wyoming Basin shrub steppe,932.9375170646032
60101.0,Araucaria moist forests,1825.9200909274266
60102.0,Atlantic Coast restingas,1521.853266175953
60103.0,Bahia coastal forests,2054.3932902413403
60104.0,Bahia interior forests,1957.1833117756735
60105.0,Bolivian Yungas,2180.227169082384
60106.0,Caatinga Enclaves moist forests,1193.471434766109
60107.0,Caqueta moist forests,1364.6616291724965
60108.0,Catatumbo moist forests,1847.574558095485
60109.0,Cauca Valley montane forests,2529.181968212558
60111.0,Central American Atlantic moist forests,2948.532929315054
60112.0,Central American montane forests,3460.7431822171106
60113.0,Chiapas montane forests,3398.3302300521623
60114.0,Chimalapas montane forests,2650.421287782555
60115.0,Chocó-Darién moist forests,2467.841978362524
60117.0,Cordillera La Costa montane forests,1988.4333702280542
60118.0,Cordillera Oriental montane forests,2332.088744583541
60119.0,Costa Rican seasonal moist forests,2547.9159629487226
60120.0,Cuban moist forests,2130.2540912677605
60121.0,Eastern Cordillera real montane forests,2361.7009881126983
60122.0,Eastern Panamanian montane forests,2526.267517597316
60124.0,Guianan Highlands moist forests,2051.5371239618516
60125.0,Guianan moist forests,1468.2275794538575
60126.0,Gurupa varzeá,1131.3948934322436
60127.0,Hispaniolan moist forests,2518.80351248153
60128.0,Iquitos varzeá,1548.8622896759011
60129.0,Isthmian-Atlantic moist forests,2459.545690601498
60130.0,Isthmian-Pacific moist forests,2359.8844746130594
60131.0,Jamaican moist forests,3102.0
60132.0,Japurá-Solimoes-Negro moist forests,1297.7603209366985
60133.0,Juruá-Purus moist forests,1302.220125849462
60134.0,Leeward Islands moist forests,2638.491998268749
60135.0,Madeira-Tapajós moist forests,1247.9885092491916
60136.0,Magdalena Valley montane forests,2417.0285097283845
60137.0,Magdalena-Urabá moist forests,1680.748989896099
60138.0,Marajó varzeá,1107.6583342164254
60139.0,Maranhão Babaçu forests,951.189122052029
60140.0,Mato Grosso seasonal forests,1139.910504056627
60141.0,Monte Alegre varzeá,1210.7682660124503
60142.0,Napo moist forests,1691.138857429888
60143.0,Negro-Branco moist forests,1398.2138582267867
60144.0,Northeastern Brazil restingas,924.8802744602491
60145.0,Northwestern Andean montane forests,2444.296691988047
60146.0,Oaxacan montane forests,3376.6668612861076
60147.0,Orinoco Delta swamp forests,1778.2548896689555
60148.0,Pantanos de Centla,1427.056425733196
60149.0,Guianan freshwater swamp forests,1428.0894509990878
60150.0,Alto Paraná Atlantic forests,1418.6129383080054
60151.0,Pernambuco coastal forests,1763.138487059676
60152.0,Pernambuco interior forests,1596.539949759085
60153.0,Peruvian Yungas,2109.74410933396
60154.0,Petén-Veracruz moist forests,2439.33667228382
60155.0,Puerto Rican moist forests,2912.385976138307
60156.0,Purus varzeá,1312.2306820895935
60157.0,Purus-Madeira moist forests,1272.1908514591685
60158.0,Rio Negro campinarana,1409.616840454551
60159.0,Santa Marta montane forests,2721.530004013124
60160.0,Serra do Mar coastal forests,2622.5998293531584
60161.0,Sierra de los Tuxtlas,2148.0726437030835
60162.0,Sierra Madre de Chiapas moist forests,3056.596200402577
60163.0,Solimões-Japurá moist forests,1342.9081311597079
